user_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,customer_segment
U002818,2,3,398.51,5,2,2,522,其他
U002819,11,4,516.4300000000001,4,3,2,432,其他
U002820,33,2,163.3,2,1,1,211,其他
U002821,28,1,452.86,2,1,2,212,其他
U002822,17,2,491.56,3,1,2,312,其他
U002823,25,5,1206.43,2,4,3,243,其他
U002824,1,10,3734.66,5,5,5,555,冠军用户
U002825,52,2,829.88,1,1,3,113,其他
U002826,77,1,212.4,1,1,1,111,流失用户
U002827,23,3,1000.63,2,2,3,223,其他
U002828,14,6,1859.68,3,4,4,344,忠实用户
U002829,21,3,453.08,2,2,2,222,其他
U002830,18,3,970.6400000000001,3,2,3,323,其他
U002831,8,3,359.09,4,2,1,421,新用户
U002832,68,2,754.0799999999999,1,1,3,113,其他
U002833,3,8,3192.3499999999995,5,5,5,555,冠军用户
U002834,39,1,89.6,1,1,1,111,流失用户
U002835,33,1,141.88,2,1,1,211,其他
U002836,4,1,129.27,5,1,1,511,新用户
U002837,50,2,1414.04,1,1,4,114,大客户
U002838,3,9,1720.7,5,5,4,554,冠军用户
U002839,55,2,347.74,1,1,1,111,流失用户
U002840,52,4,1243.0600000000002,1,3,4,134,其他
U002841,10,8,2662.79,4,5,5,455,冠军用户
U002842,34,2,342.64,2,1,1,211,其他
U002843,6,9,1902.0800000000002,4,5,4,454,冠军用户
U002844,0,7,1981.7299999999998,5,4,4,544,冠军用户
U002845,53,2,543.67,1,1,2,112,流失用户
U002848,26,4,1597.98,2,3,4,234,其他
U002849,29,5,712.4000000000001,2,4,2,242,其他
U002850,11,2,181.27,4,1,1,411,新用户
U002851,37,4,495.59000000000003,2,3,2,232,其他
U002852,65,4,1065.15,1,3,3,133,其他
U002853,52,2,447.59999999999997,1,1,2,112,流失用户
U002854,1,1,699.14,5,1,2,512,新用户
U002855,13,5,1091.32,3,4,3,343,其他
U002856,29,6,969.7700000000001,2,4,3,243,其他
U002857,4,6,1552.1799999999998,5,4,4,544,冠军用户
U002858,42,4,1257.47,1,3,4,134,其他
U002859,20,1,1008.51,3,1,3,313,其他
U002860,20,3,1582.6999999999998,3,2,4,324,其他
U002861,3,6,1720.21,5,4,4,544,冠军用户
U002862,1,9,1740.78,5,5,4,554,冠军用户
U002863,10,4,738.7,4,3,2,432,其他
U002864,46,1,61.86,1,1,1,111,流失用户
U002865,15,4,757.73,3,3,3,333,其他
U002868,65,2,335.52,1,1,1,111,流失用户
U002869,1,3,1341.77,5,2,4,524,其他
U002870,84,1,24.31,1,1,1,111,流失用户
U002871,23,2,617.14,2,1,2,212,其他
U002872,18,4,663.6400000000001,3,3,2,332,其他
U002873,28,3,688.97,2,2,2,222,其他
U002874,15,2,591.24,3,1,2,312,其他
U002875,4,8,2803.33,5,5,5,555,冠军用户
U002876,21,3,1092.82,2,2,3,223,其他
U002877,25,4,1346.09,2,3,4,234,其他
U002878,1,10,3116.25,5,5,5,555,冠军用户
U002879,14,3,770.63,3,2,3,323,其他
U002880,16,4,490.27,3,3,2,332,其他
U002881,4,9,2083.79,5,5,5,555,冠军用户
U002882,15,1,255.14,3,1,1,311,新用户
U002883,34,7,1234.4999999999998,2,4,3,243,其他
U002884,32,6,980.28,2,4,3,243,其他
U002885,16,2,397.23,3,1,2,312,其他
U002886,20,7,1443.87,3,4,4,344,忠实用户
U002887,5,9,2528.25,5,5,5,555,冠军用户
U002888,73,2,111.25999999999999,1,1,1,111,流失用户
U002889,10,5,1271.7499999999998,4,4,4,444,忠实用户
U002890,9,4,477.51,4,3,2,432,其他
U002891,2,6,1680.36,5,4,4,544,冠军用户
U002892,6,4,778.1099999999999,4,3,3,433,其他
U002893,5,9,1342.0100000000002,5,5,4,554,冠军用户
U002894,41,2,226.14,1,1,1,111,流失用户
U002895,4,4,614.5899999999999,5,3,2,532,其他
U002896,33,4,599.09,2,3,2,232,其他
U002897,26,3,1283.03,2,2,4,224,其他
U002898,32,2,199.3,2,1,1,211,其他
U002899,7,3,497.7,4,2,2,422,新用户
U002900,11,5,932.34,4,4,3,443,其他
U002901,8,6,1468.5,4,4,4,444,忠实用户
U002903,19,3,361.79,3,2,1,321,需要关怀的用户
U002904,13,6,1433.13,3,4,4,344,忠实用户
U002905,17,5,1243.3899999999999,3,4,4,344,忠实用户
U002906,2,5,784.4699999999999,5,4,3,543,忠实用户
U002907,49,2,748.1800000000001,1,1,3,113,其他
U002908,57,2,198.3,1,1,1,111,流失用户
U002909,18,3,862.83,3,2,3,323,其他
U002911,7,11,2130.87,4,5,5,455,冠军用户
U002913,5,7,1630.6499999999999,5,4,4,544,冠军用户
U002914,27,1,101.25,2,1,1,211,其他
U002915,16,3,1133.96,3,2,3,323,其他
U002916,42,2,236.43,1,1,1,111,流失用户
U002918,13,4,653.96,3,3,2,332,其他
U002919,41,3,992.39,1,2,3,123,其他
U002920,39,5,1175.0500000000002,1,4,3,143,其他
U002921,14,5,3060.68,3,4,5,345,忠实用户
U002922,23,4,596.7,2,3,2,232,其他
U002923,71,2,279.4,1,1,1,111,流失用户
U002924,60,5,1535.94,1,4,4,144,大客户
U002925,7,2,813.27,4,1,3,413,其他
U002926,5,3,1929.12,5,2,4,524,其他
U002927,14,3,1447.67,3,2,4,324,其他
U002929,1,8,3473.3499999999995,5,5,5,555,冠军用户
U002930,3,10,3579.3700000000003,5,5,5,555,冠军用户
U002931,46,3,1338.92,1,2,4,124,其他
U002932,77,1,88.12,1,1,1,111,流失用户
U002933,24,3,802.8600000000001,2,2,3,223,其他
U002934,18,6,2097.94,3,4,5,345,忠实用户
U002935,13,4,374.28,3,3,2,332,其他
U002936,70,3,891.78,1,2,3,123,其他
U002937,33,4,955.8499999999999,2,3,3,233,其他
U002938,1,8,1961.3100000000002,5,5,4,554,冠军用户
U002939,8,2,410.31,4,1,2,412,新用户
U002940,49,3,1323.6999999999998,1,2,4,124,其他
U002941,0,1,1500.63,5,1,4,514,其他
U002942,14,3,958.87,3,2,3,323,其他
U002943,41,2,373.38,1,1,2,112,流失用户
U002944,23,3,1210.6,2,2,3,223,其他
U002945,22,2,153.74,2,1,1,211,其他
U002947,7,8,3001.34,4,5,5,455,冠军用户
U002948,18,2,1697.02,3,1,4,314,其他
U002950,11,5,1892.0800000000002,4,4,4,444,忠实用户
U002951,2,5,636.9399999999999,5,4,2,542,其他
U002952,4,8,952.9000000000001,5,5,3,553,其他
U002953,6,5,640.83,4,4,2,442,其他
U002954,60,3,1834.19,1,2,4,124,其他
U002955,8,2,1595.1599999999999,4,1,4,414,其他
U002956,12,5,434.98,3,4,2,342,其他
U002957,32,3,1234.36,2,2,3,223,其他
U002958,4,4,421.75,5,3,2,532,其他
U002959,11,3,514.4399999999999,4,2,2,422,新用户
U002960,21,6,2402.1000000000004,2,4,5,245,其他
U002961,3,2,441.21,5,1,2,512,新用户
U002963,29,4,543.16,2,3,2,232,其他
U002964,2,6,3009.59,5,4,5,545,冠军用户
U002965,51,1,350.86,1,1,1,111,流失用户
U002966,2,14,5902.44,5,5,5,555,冠军用户
U002967,36,3,716.37,2,2,2,222,其他
U002968,18,6,1217.32,3,4,3,343,其他
U002969,10,4,577.31,4,3,2,432,其他
U002970,9,7,1183.04,4,4,3,443,其他
U002971,22,5,1140.53,2,4,3,243,其他
U002972,43,2,724.6,1,1,2,112,流失用户
U002973,42,3,1351.08,1,2,4,124,其他
U002974,23,3,820.83,2,2,3,223,其他
U002975,26,7,3635.33,2,4,5,245,其他
U002977,14,8,4011.62,3,5,5,355,忠实用户
U002978,0,15,4310.530000000001,5,5,5,555,冠军用户
U002979,12,6,950.05,3,4,3,343,其他
U002980,10,3,1640.23,4,2,4,424,其他
U002981,13,3,897.0,3,2,3,323,其他
U002982,2,8,2360.6000000000004,5,5,5,555,冠军用户
U002983,2,6,1914.59,5,4,4,544,冠军用户
U002984,17,4,638.5699999999999,3,3,2,332,其他
U002985,14,8,1950.78,3,5,4,354,忠实用户
U002986,17,5,2516.1099999999997,3,4,5,345,忠实用户
U002987,60,1,54.72,1,1,1,111,流失用户
U002988,2,9,3171.4100000000003,5,5,5,555,冠军用户
U002989,1,5,954.53,5,4,3,543,忠实用户
U002990,11,3,699.9300000000001,4,2,2,422,新用户
U002991,75,3,1104.58,1,2,3,123,其他
U002992,18,4,2127.47,3,3,5,335,忠实用户
U002993,36,3,1357.4499999999998,2,2,4,224,其他
U002994,22,5,326.23,2,4,1,241,需要关怀的用户
U002995,21,5,1188.16,2,4,3,243,其他
U002998,28,4,1952.03,2,3,4,234,其他
U002999,9,7,1164.1100000000001,4,4,3,443,其他
U003000,10,7,4316.71,4,4,5,445,冠军用户
U003001,24,2,536.79,2,1,2,212,其他
U003002,5,3,496.74,5,2,2,522,其他
U003003,2,6,2949.17,5,4,5,545,冠军用户
U003004,26,1,81.9,2,1,1,211,其他
U003005,72,1,469.24,1,1,2,112,流失用户
U003006,5,13,2986.17,5,5,5,555,冠军用户
U003007,16,7,1176.8600000000001,3,4,3,343,其他
U003008,50,3,566.36,1,2,2,122,其他
U003009,23,6,1256.89,2,4,4,244,其他
U003010,12,6,2289.79,3,4,5,345,忠实用户
U003011,88,1,509.84,1,1,2,112,流失用户
U003012,3,1,334.32,5,1,1,511,新用户
U003013,5,4,293.16,5,3,1,531,其他
U003014,11,2,232.26,4,1,1,411,新用户
U003015,13,5,814.4399999999999,3,4,3,343,其他
U003016,12,10,4057.76,3,5,5,355,忠实用户
U003017,50,4,477.36,1,3,2,132,其他
U003018,7,3,2891.82,4,2,5,425,其他
U003019,24,8,1308.23,2,5,4,254,其他
U003020,45,2,92.06,1,1,1,111,流失用户
U003021,25,5,1193.1999999999998,2,4,3,243,其他
U003022,10,9,1518.07,4,5,4,454,冠军用户
U003023,4,3,1094.08,5,2,3,523,其他
U003024,14,6,1700.34,3,4,4,344,忠实用户
U003025,23,1,73.38,2,1,1,211,其他
U003026,3,13,2237.2900000000004,5,5,5,555,冠军用户
U003027,11,1,937.0,4,1,3,413,其他
U003028,12,5,1589.69,3,4,4,344,忠实用户
U003029,8,4,1605.4299999999998,4,3,4,434,其他
U003030,51,2,257.68,1,1,1,111,流失用户
U003031,43,2,196.86,1,1,1,111,流失用户
U003032,15,3,948.7399999999999,3,2,3,323,其他
U003034,9,3,368.5,4,2,2,422,新用户
U003035,27,5,1478.6399999999999,2,4,4,244,其他
U003036,50,4,1221.86,1,3,3,133,其他
U003037,36,4,861.9,2,3,3,233,其他
U003038,7,6,1357.13,4,4,4,444,忠实用户
U003039,51,8,1939.48,1,5,4,154,大客户
U003040,6,9,2088.1299999999997,4,5,5,455,冠军用户
U003041,2,13,4387.009999999999,5,5,5,555,冠军用户
U003042,35,3,781.87,2,2,3,223,其他
U003043,5,11,3271.77,5,5,5,555,冠军用户
U003044,35,1,142.0,2,1,1,211,其他
U003045,35,3,2963.24,2,2,5,225,其他
U003046,5,3,1419.3600000000001,5,2,4,524,其他
U003047,56,2,571.74,1,1,2,112,流失用户
U003048,50,3,667.6899999999999,1,2,2,122,其他
U003049,13,4,1479.5600000000002,3,3,4,334,其他
U003050,4,4,412.49,5,3,2,532,其他
U003051,31,2,628.1700000000001,2,1,2,212,其他
U003052,40,1,270.36,1,1,1,111,流失用户
U003053,1,7,2179.97,5,4,5,545,冠军用户
U003055,23,1,274.6,2,1,1,211,其他
U003056,14,2,842.02,3,1,3,313,其他
U003057,3,4,1669.3400000000001,5,3,4,534,其他
U003058,75,1,61.77,1,1,1,111,流失用户
U003059,3,13,4531.530000000001,5,5,5,555,冠军用户
U003060,5,6,1420.94,5,4,4,544,冠军用户
U003061,9,9,2055.45,4,5,5,455,冠军用户
U003062,35,2,241.82,2,1,1,211,其他
U003063,7,10,4010.8999999999996,4,5,5,455,冠军用户
U003064,15,2,205.79,3,1,1,311,新用户
U003065,5,6,1755.2200000000003,5,4,4,544,冠军用户
U003066,1,8,1740.29,5,5,4,554,冠军用户
U003067,8,6,2458.29,4,4,5,445,冠军用户
U003068,46,2,959.4200000000001,1,1,3,113,其他
U003069,81,2,625.6,1,1,2,112,流失用户
U003070,6,5,669.14,4,4,2,442,其他
U003071,39,2,145.01,1,1,1,111,流失用户
U003072,4,4,1486.44,5,3,4,534,其他
U003073,17,2,191.64,3,1,1,311,新用户
U003074,9,7,1937.3,4,4,4,444,忠实用户
U003076,8,1,93.82,4,1,1,411,新用户
U003077,5,15,4384.95,5,5,5,555,冠军用户
U003078,10,4,550.15,4,3,2,432,其他
U003079,22,2,775.5,2,1,3,213,其他
U003080,37,5,1588.05,2,4,4,244,其他
U003081,1,8,2873.8499999999995,5,5,5,555,冠军用户
U003082,47,1,110.78,1,1,1,111,流失用户
U003083,7,9,2421.01,4,5,5,455,冠军用户
U003084,30,2,1145.49,2,1,3,213,其他
U003085,2,4,536.3499999999999,5,3,2,532,其他
U003086,6,4,3593.72,4,3,5,435,忠实用户
U003087,21,5,1079.12,2,4,3,243,其他
U003088,37,3,182.96,2,2,1,221,其他
U003089,1,8,1407.7,5,5,4,554,冠军用户
U003090,27,6,1258.73,2,4,4,244,其他
U003091,10,1,50.83,4,1,1,411,新用户
U003092,20,15,4030.9100000000003,3,5,5,355,忠实用户
U003093,21,1,302.70000000000005,2,1,1,211,其他
U003094,7,11,2985.2600000000007,4,5,5,455,冠军用户
U003095,15,3,190.76999999999998,3,2,1,321,需要关怀的用户
U003096,12,8,1323.4,3,5,4,354,忠实用户
U003097,2,6,1346.48,5,4,4,544,冠军用户
U003098,11,1,1056.81,4,1,3,413,其他
U003099,42,1,135.54,1,1,1,111,流失用户
U003100,13,7,1135.74,3,4,3,343,其他
U003101,85,1,553.24,1,1,2,112,流失用户
U003102,15,9,4625.98,3,5,5,355,忠实用户
U003103,5,1,153.86,5,1,1,511,新用户
U003104,6,7,1789.27,4,4,4,444,忠实用户
U003105,40,2,285.11,1,1,1,111,流失用户
U003106,32,6,2708.1500000000005,2,4,5,245,其他
U003107,32,2,1266.1599999999999,2,1,4,214,大客户
U003108,55,2,361.69,1,1,1,111,流失用户
U003109,6,2,1847.1200000000001,4,1,4,414,其他
U003110,52,5,1180.1200000000001,1,4,3,143,其他
U003112,9,8,1369.5,4,5,4,454,冠军用户
U003113,4,5,3813.71,5,4,5,545,冠军用户
U003114,11,5,1920.9199999999998,4,4,4,444,忠实用户
U003115,15,5,2595.0299999999997,3,4,5,345,忠实用户
U003116,3,4,587.1,5,3,2,532,其他
U003117,2,3,1300.93,5,2,4,524,其他
U003118,10,8,2455.33,4,5,5,455,冠军用户
U003119,12,3,1770.71,3,2,4,324,其他
U003120,2,5,1337.42,5,4,4,544,冠军用户
U003121,44,4,661.72,1,3,2,132,其他
U003122,7,7,967.49,4,4,3,443,其他
U003123,5,10,1875.75,5,5,4,554,冠军用户
U003124,23,2,221.72,2,1,1,211,其他
U003125,56,2,680.72,1,1,2,112,流失用户
U003126,49,1,38.32,1,1,1,111,流失用户
U003127,11,8,1354.13,4,5,4,454,冠军用户
U003128,24,2,578.26,2,1,2,212,其他
U003129,28,6,2732.1499999999996,2,4,5,245,其他
U003130,44,2,288.52,1,1,1,111,流失用户
U003131,28,2,731.92,2,1,2,212,其他
U003132,2,5,516.0,5,4,2,542,其他
U003133,13,3,1004.28,3,2,3,323,其他
U003134,11,10,1955.2399999999998,4,5,4,454,冠军用户
U003135,32,2,449.64,2,1,2,212,其他
U003136,39,2,842.62,1,1,3,113,其他
U003137,32,2,736.64,2,1,2,212,其他
U003138,28,3,597.6800000000001,2,2,2,222,其他
U003139,63,2,335.41999999999996,1,1,1,111,流失用户
U003140,47,4,1550.2699999999998,1,3,4,134,其他
U003141,27,4,328.03999999999996,2,3,1,231,需要关怀的用户
U003142,3,2,711.49,5,1,2,512,新用户
U003143,6,4,1216.24,4,3,3,433,其他
U003144,20,4,773.48,3,3,3,333,其他
U003145,14,1,174.41,3,1,1,311,新用户
U003146,6,2,155.33,4,1,1,411,新用户
U003147,5,8,1117.3899999999999,5,5,3,553,其他
U003148,30,2,780.88,2,1,3,213,其他
U003149,2,6,3158.1099999999997,5,4,5,545,冠军用户
U003150,30,7,1370.79,2,4,4,244,其他
U003151,80,2,74.34,1,1,1,111,流失用户
U003152,48,1,455.84,1,1,2,112,流失用户
U003153,44,2,356.83,1,1,1,111,流失用户
U003154,30,1,169.56,2,1,1,211,其他
U003155,10,9,2413.2000000000003,4,5,5,455,冠军用户
U003156,33,4,1695.04,2,3,4,234,其他
U003157,8,3,1266.33,4,2,4,424,其他
U003158,12,3,879.31,3,2,3,323,其他
U003159,45,3,1727.13,1,2,4,124,其他
U003160,26,2,354.8,2,1,1,211,其他
U003161,6,3,1750.6,4,2,4,424,其他
U003162,25,3,738.99,2,2,2,222,其他
U003163,24,4,1989.88,2,3,4,234,其他
U003164,33,2,1488.1999999999998,2,1,4,214,大客户
U003165,2,14,4356.72,5,5,5,555,冠军用户
U003166,14,1,66.36,3,1,1,311,新用户
U003167,18,8,3128.84,3,5,5,355,忠实用户
U003168,0,19,5842.580000000001,5,5,5,555,冠军用户
U003169,6,3,1764.1,4,2,4,424,其他
U003170,11,1,81.84,4,1,1,411,新用户
U003171,1,4,1269.29,5,3,4,534,其他
U003172,5,4,936.3100000000001,5,3,3,533,其他
U003173,4,9,5357.57,5,5,5,555,冠军用户
U003174,8,6,1571.2799999999997,4,4,4,444,忠实用户
U003175,0,9,2588.94,5,5,5,555,冠军用户
U003176,16,3,732.57,3,2,2,322,其他
U003177,12,8,2350.37,3,5,5,355,忠实用户
U003178,14,2,129.32999999999998,3,1,1,311,新用户
U003179,4,4,683.98,5,3,2,532,其他
U003180,31,2,397.59000000000003,2,1,2,212,其他
U003181,49,1,40.72,1,1,1,111,流失用户
U003182,36,2,202.13,2,1,1,211,其他
U003183,44,3,574.8199999999999,1,2,2,122,其他
U003184,41,2,415.3,1,1,2,112,流失用户
U003185,10,7,2329.42,4,4,5,445,冠军用户
U003186,64,1,207.27,1,1,1,111,流失用户
U003187,6,4,530.38,4,3,2,432,其他
U003188,9,10,3480.17,4,5,5,455,冠军用户
U003189,7,3,566.34,4,2,2,422,新用户
U003190,5,9,1790.3899999999999,5,5,4,554,冠军用户
U003191,0,5,2337.73,5,4,5,545,冠军用户
U003192,59,5,1740.47,1,4,4,144,大客户
U003193,24,8,1288.43,2,5,4,254,其他
U003194,26,1,162.88,2,1,1,211,其他
U003195,11,3,748.3599999999999,4,2,3,423,其他
U003196,14,5,2473.7999999999997,3,4,5,345,忠实用户
U003197,3,4,1325.29,5,3,4,534,其他
U003198,38,1,49.650000000000006,1,1,1,111,流失用户
U003199,0,2,108.4,5,1,1,511,新用户
U003200,7,9,2994.5299999999997,4,5,5,455,冠军用户
U003201,34,1,149.31,2,1,1,211,其他
U003202,3,6,2360.26,5,4,5,545,冠军用户
U003203,19,4,1651.08,3,3,4,334,其他
U003204,19,2,405.69999999999993,3,1,2,312,其他
U003205,17,4,381.41,3,3,2,332,其他
U003206,4,6,3538.75,5,4,5,545,冠军用户
U003207,24,2,463.85,2,1,2,212,其他
U003208,10,6,1124.6,4,4,3,443,其他
U003209,27,6,1994.4500000000003,2,4,4,244,其他
U003210,18,3,885.2199999999999,3,2,3,323,其他
U003211,90,1,14.86,1,1,1,111,流失用户
U003212,1,13,4063.92,5,5,5,555,冠军用户
U003213,10,11,2571.6899999999996,4,5,5,455,冠军用户
U003214,22,9,1631.4699999999998,2,5,4,254,其他
U003215,1,7,1176.18,5,4,3,543,忠实用户
U003216,48,2,966.52,1,1,3,113,其他
U003217,28,1,143.79,2,1,1,211,其他
U003218,87,1,244.48,1,1,1,111,流失用户
U003219,78,1,333.3,1,1,1,111,流失用户
U003220,19,10,3465.3200000000006,3,5,5,355,忠实用户
U003221,7,2,701.8,4,1,2,412,新用户
U003222,11,14,2635.7000000000003,4,5,5,455,冠军用户
U003223,10,4,1060.5,4,3,3,433,其他
U003224,29,3,1802.74,2,2,4,224,其他
U003225,25,3,362.98,2,2,1,221,其他
U003226,19,7,2456.09,3,4,5,345,忠实用户
U003227,17,5,2089.47,3,4,5,345,忠实用户
U003228,3,8,2258.83,5,5,5,555,冠军用户
U003229,11,5,687.48,4,4,2,442,其他
U003230,26,8,1677.77,2,5,4,254,其他
U003231,3,3,762.01,5,2,3,523,其他
U003232,48,2,499.64,1,1,2,112,流失用户
U003233,66,3,378.43,1,2,2,122,其他
U003234,5,3,798.16,5,2,3,523,其他
U003236,9,5,1510.58,4,4,4,444,忠实用户
U003237,9,3,1964.77,4,2,4,424,其他
U003238,8,13,4225.41,4,5,5,455,冠军用户
U003239,45,6,1980.6999999999998,1,4,4,144,大客户
U003240,5,6,2943.11,5,4,5,545,冠军用户
U003241,6,5,461.65,4,4,2,442,其他
U003242,2,3,789.3700000000001,5,2,3,523,其他
U003243,7,7,1324.0900000000001,4,4,4,444,忠实用户
U003244,17,13,3266.7500000000005,3,5,5,355,忠实用户
U003245,4,9,2421.48,5,5,5,555,冠军用户
U003246,7,7,1667.35,4,4,4,444,忠实用户
U003247,19,4,542.49,3,3,2,332,其他
U003248,1,3,603.17,5,2,2,522,其他
U003249,24,6,1855.7000000000003,2,4,4,244,其他
U003250,1,3,523.01,5,2,2,522,其他
U003252,1,7,1283.2099999999998,5,4,4,544,冠军用户
U003253,9,6,385.03,4,4,2,442,其他
U003254,12,5,1453.62,3,4,4,344,忠实用户
U003255,7,5,1229.28,4,4,3,443,其他
U003256,83,3,593.1,1,2,2,122,其他
U003257,14,3,1028.54,3,2,3,323,其他
U003258,3,4,498.14000000000004,5,3,2,532,其他
U003259,11,1,81.44,4,1,1,411,新用户
U003260,32,3,217.98000000000002,2,2,1,221,其他
U003261,47,1,322.6,1,1,1,111,流失用户
U003262,7,3,819.6800000000001,4,2,3,423,其他
U003263,65,4,924.4799999999999,1,3,3,133,其他
U003264,21,6,1030.26,2,4,3,243,其他
U003265,25,7,1898.88,2,4,4,244,其他
U003266,71,1,84.48,1,1,1,111,流失用户
U003267,0,7,1193.94,5,4,3,543,忠实用户
U003268,15,2,290.27,3,1,1,311,新用户
U003269,18,3,390.82,3,2,2,322,其他
U003270,58,2,1545.7800000000002,1,1,4,114,大客户
U003271,2,9,2248.5499999999997,5,5,5,555,冠军用户
U003272,14,10,2249.7,3,5,5,355,忠实用户
U003273,34,1,125.19,2,1,1,211,其他
U003274,79,1,664.04,1,1,2,112,流失用户
U003275,59,2,1166.69,1,1,3,113,其他
U003276,3,7,880.6200000000001,5,4,3,543,忠实用户
U003277,1,6,3217.74,5,4,5,545,冠军用户
U003278,30,4,1032.74,2,3,3,233,其他
U003279,29,2,137.84,2,1,1,211,其他
U003280,3,2,665.9,5,1,2,512,新用户
U003281,2,2,1221.58,5,1,3,513,其他
U003282,40,3,639.58,1,2,2,122,其他
U003283,1,5,608.6600000000001,5,4,2,542,其他
U003284,89,1,257.52,1,1,1,111,流失用户
U003286,6,6,3747.5099999999998,4,4,5,445,冠军用户
U003287,8,2,139.97,4,1,1,411,新用户
U003288,5,8,2537.74,5,5,5,555,冠军用户
U003289,48,4,865.77,1,3,3,133,其他
U003290,1,10,2208.76,5,5,5,555,冠军用户
U003291,16,7,2802.86,3,4,5,345,忠实用户
U003293,36,3,944.73,2,2,3,223,其他
U003294,15,2,319.01,3,1,1,311,新用户
U003296,20,6,819.77,3,4,3,343,其他
U003297,17,6,2603.5,3,4,5,345,忠实用户
U003298,28,5,2820.04,2,4,5,245,其他
U003299,10,12,2518.7400000000002,4,5,5,455,冠军用户
U003300,10,6,740.01,4,4,2,442,其他
U003301,26,5,1274.8,2,4,4,244,其他
U003302,11,5,1310.14,4,4,4,444,忠实用户
U003303,4,6,970.77,5,4,3,543,忠实用户
U003304,55,3,195.81,1,2,1,121,流失用户
U003305,3,4,1793.57,5,3,4,534,其他
U003306,3,10,2469.5299999999997,5,5,5,555,冠军用户
U003307,11,4,960.68,4,3,3,433,其他
U003308,10,5,760.4900000000001,4,4,3,443,其他
U003309,31,3,447.03,2,2,2,222,其他
U003310,25,2,264.58000000000004,2,1,1,211,其他
U003312,4,12,3755.7999999999993,5,5,5,555,冠军用户
U003313,2,4,761.83,5,3,3,533,其他
U003314,54,2,474.73999999999995,1,1,2,112,流失用户
U003315,2,3,1416.73,5,2,4,524,其他
U003316,29,1,282.68,2,1,1,211,其他
U003317,2,6,597.1999999999999,5,4,2,542,其他
U003318,11,4,802.61,4,3,3,433,其他
U003319,37,1,136.53,2,1,1,211,其他
U003320,19,4,2282.2299999999996,3,3,5,335,忠实用户
U003321,13,3,602.42,3,2,2,322,其他
U003322,41,3,985.39,1,2,3,123,其他
U003323,5,6,1477.43,5,4,4,544,冠军用户
U003324,40,1,132.18,1,1,1,111,流失用户
U003325,15,5,1439.69,3,4,4,344,忠实用户
U003326,28,2,715.22,2,1,2,212,其他
U003327,4,6,2059.76,5,4,5,545,冠军用户
U003328,16,4,1065.33,3,3,3,333,其他
U003329,24,2,129.67,2,1,1,211,其他
U003330,38,2,146.85999999999999,1,1,1,111,流失用户
U003331,20,4,1785.05,3,3,4,334,其他
U003332,28,4,769.64,2,3,3,233,其他
U003333,43,3,232.23000000000002,1,2,1,121,流失用户
U003334,23,8,2145.29,2,5,5,255,其他
U003335,56,3,667.5,1,2,2,122,其他
U003336,4,4,984.7,5,3,3,533,其他
U003337,7,5,1022.53,4,4,3,443,其他
U003338,3,4,1009.5699999999999,5,3,3,533,其他
U003339,20,2,191.42000000000002,3,1,1,311,新用户
U003341,10,6,1437.51,4,4,4,444,忠实用户
U003342,41,9,2548.2,1,5,5,155,大客户
U003343,5,5,1300.8400000000001,5,4,4,544,冠军用户
U003344,18,3,1074.56,3,2,3,323,其他
U003346,3,5,601.74,5,4,2,542,其他
U003347,6,1,157.41,4,1,1,411,新用户
U003348,20,5,957.13,3,4,3,343,其他
U003349,9,7,846.62,4,4,3,443,其他
U003350,71,2,1164.02,1,1,3,113,其他
U003351,5,3,1558.58,5,2,4,524,其他
U003352,8,3,672.0699999999999,4,2,2,422,新用户
U003353,27,2,379.48,2,1,2,212,其他
U003354,17,6,2148.4200000000005,3,4,5,345,忠实用户
U003355,40,6,1790.8899999999999,1,4,4,144,大客户
U003356,7,4,796.27,4,3,3,433,其他
U003357,41,1,270.9,1,1,1,111,流失用户
U003358,25,1,235.51,2,1,1,211,其他
U003359,14,4,1450.6799999999998,3,3,4,334,其他
U003360,57,3,1487.31,1,2,4,124,其他
U003361,20,4,1389.04,3,3,4,334,其他
U003362,0,3,227.89,5,2,1,521,其他
U003363,29,4,947.24,2,3,3,233,其他
U003364,32,4,871.6099999999999,2,3,3,233,其他
U003365,28,2,321.03999999999996,2,1,1,211,其他
U003366,7,3,193.63,4,2,1,421,新用户
U003367,4,9,2225.3399999999997,5,5,5,555,冠军用户
U003368,88,1,128.44,1,1,1,111,流失用户
U003369,3,4,740.74,5,3,2,532,其他
U003370,9,2,514.59,4,1,2,412,新用户
U003371,3,8,2186.54,5,5,5,555,冠军用户
U003372,30,1,411.84,2,1,2,212,其他
U003373,21,5,1193.05,2,4,3,243,其他
U003374,9,4,1308.47,4,3,4,434,其他
U003375,13,2,89.51,3,1,1,311,新用户
U003376,0,8,3938.8200000000006,5,5,5,555,冠军用户
U003377,17,11,2529.13,3,5,5,355,忠实用户
U003378,75,1,363.24,1,1,1,111,流失用户
U003379,2,7,1158.29,5,4,3,543,忠实用户
U003380,16,3,384.69000000000005,3,2,2,322,其他
U003381,14,3,390.34000000000003,3,2,2,322,其他
U003382,52,3,1542.9700000000003,1,2,4,124,其他
U003383,59,1,72.44999999999999,1,1,1,111,流失用户
U003384,18,4,961.26,3,3,3,333,其他
U003385,3,12,2054.65,5,5,5,555,冠军用户
U003386,76,1,266.82,1,1,1,111,流失用户
U003387,1,8,2125.79,5,5,5,555,冠军用户
