order_id,user_id,product_id,quantity,unit_price,total_amount,order_time,status,payment_method
O00003476,U000818,P00408,1,23.45,93.8,2025-05-06 08:50:37.673423,completed,alipay
O00003477,U000818,P00035,2,135.45,406.34999999999997,2025-06-03 11:16:37.673423,cancelled,credit_card
O00003478,U000818,P00022,1,50.98,101.96,2025-04-09 23:23:37.673423,cancelled,wechat_pay
O00003479,U000818,P00477,1,48.95,146.85000000000002,2025-03-10 00:19:37.673423,pending,alipay
O00003480,U000818,P00460,2,12.53,37.589999999999996,2025-05-23 05:16:37.673423,pending,alipay
O00003481,U000818,P00007,2,50.83,50.83,2025-04-24 11:52:37.673423,completed,alipay
O00003482,U000818,P00405,3,29.14,87.42,2025-04-15 22:26:37.673423,completed,alipay
O00003483,U000818,P00036,3,141.85,283.7,2025-03-12 16:40:37.673423,cancelled,credit_card
O00003484,U000819,P00430,1,162.32,486.96,2025-05-29 02:02:37.673423,completed,alipay
O00003485,U000819,P00066,3,118.32,236.64,2025-04-25 07:01:37.673423,completed,wechat_pay
O00003486,U000819,P00306,1,135.18,405.54,2025-05-16 20:08:37.673423,cancelled,credit_card
O00003487,U000820,P00176,2,39.78,159.12,2025-06-02 03:55:37.673423,cancelled,alipay
O00003488,U000820,P00395,2,116.23,116.23,2025-03-15 14:12:37.673423,pending,wechat_pay
O00003489,U000820,P00002,1,29.23,87.69,2025-03-10 17:48:37.673423,pending,wechat_pay
O00003490,U000820,P00146,1,108.3,324.9,2025-05-31 22:17:37.673423,cancelled,alipay
O00003491,U000821,P00230,3,113.76,113.76,2025-03-26 07:22:37.673423,completed,alipay
O00003492,U000821,P00398,1,16.04,64.16,2025-05-20 09:09:37.673423,pending,credit_card
O00003493,U000821,P00061,2,80.65,161.3,2025-03-30 10:00:37.673423,completed,credit_card
O00003494,U000821,P00180,2,24.17,96.68,2025-04-21 05:51:37.673423,completed,alipay
O00003495,U000822,P00334,4,127.91,383.73,2025-05-15 11:39:37.673423,pending,credit_card
O00003496,U000822,P00422,3,47.19,141.57,2025-04-10 04:44:37.673423,pending,alipay
O00003497,U000822,P00201,2,10.43,20.86,2025-05-28 20:45:37.673423,completed,alipay
O00003498,U000822,P00296,2,122.24,244.48,2025-04-19 00:11:37.673423,cancelled,wechat_pay
O00003499,U000823,P00010,1,13.62,54.48,2025-05-01 21:52:37.673423,pending,credit_card
O00003500,U000823,P00420,2,347.98,1043.94,2025-03-14 18:58:37.673423,completed,alipay
O00003501,U000823,P00241,3,17.58,35.16,2025-04-06 12:08:37.673423,pending,credit_card
O00003502,U000823,P00295,4,49.77,49.77,2025-05-30 07:19:37.673423,pending,credit_card
O00003503,U000823,P00331,1,44.78,179.12,2025-03-22 14:41:37.673423,pending,credit_card
O00003504,U000823,P00105,4,33.75,101.25,2025-04-23 23:46:37.673423,cancelled,credit_card
O00003505,U000823,P00366,4,42.47,84.94,2025-03-16 07:37:37.673423,cancelled,wechat_pay
O00003506,U000824,P00141,2,108.35,108.35,2025-03-30 11:06:37.673423,pending,alipay
O00003507,U000824,P00225,2,67.77,67.77,2025-05-11 07:51:37.673423,completed,credit_card
O00003508,U000824,P00471,2,20.59,20.59,2025-03-29 05:57:37.673423,completed,alipay
O00003509,U000824,P00403,1,30.14,60.28,2025-04-13 09:26:37.673423,cancelled,wechat_pay
O00003510,U000824,P00377,4,26.04,26.04,2025-04-09 10:06:37.673423,cancelled,wechat_pay
O00003511,U000824,P00102,1,333.3,333.3,2025-03-17 19:05:37.673423,cancelled,alipay
O00003512,U000825,P00324,4,208.97,417.94,2025-04-03 04:59:37.673423,pending,alipay
O00003513,U000825,P00462,1,94.75,379.0,2025-03-08 11:26:37.673423,pending,alipay
O00003514,U000825,P00222,2,74.89,149.78,2025-04-16 13:47:37.673423,cancelled,wechat_pay
O00003515,U000826,P00033,4,132.4,264.8,2025-04-17 03:33:37.673423,cancelled,wechat_pay
O00003516,U000826,P00448,3,174.41,348.82,2025-04-19 15:51:37.673423,pending,credit_card
O00003517,U000826,P00405,1,29.14,116.56,2025-03-28 02:00:37.673423,pending,credit_card
O00003518,U000826,P00457,3,170.37,170.37,2025-04-11 04:17:37.673423,pending,alipay
O00003519,U000827,P00364,2,35.47,35.47,2025-04-12 15:21:37.673423,pending,credit_card
O00003520,U000828,P00164,2,209.71,209.71,2025-03-17 22:19:37.673423,cancelled,wechat_pay
O00003521,U000828,P00046,2,44.06,132.18,2025-05-11 23:01:37.673423,pending,alipay
O00003522,U000828,P00381,1,180.0,540.0,2025-05-18 01:11:37.673423,pending,wechat_pay
O00003523,U000829,P00235,1,95.77,191.54,2025-05-14 08:51:37.673423,cancelled,credit_card
O00003524,U000829,P00021,1,40.76,81.52,2025-05-28 07:18:37.673423,completed,wechat_pay
O00003525,U000829,P00439,3,32.23,128.92,2025-03-17 16:01:37.673423,pending,credit_card
O00003526,U000830,P00222,4,74.89,74.89,2025-04-09 07:52:37.673423,completed,wechat_pay
O00003527,U000831,P00290,1,206.35,825.4,2025-03-14 04:31:37.673423,pending,alipay
O00003528,U000831,P00054,1,24.15,24.15,2025-04-26 03:23:37.673423,pending,alipay
O00003529,U000831,P00338,2,70.67,70.67,2025-04-24 05:24:37.673423,pending,wechat_pay
O00003530,U000832,P00388,3,52.32,104.64,2025-03-21 19:13:37.673423,cancelled,wechat_pay
O00003531,U000832,P00433,1,42.84,171.36,2025-05-02 20:06:37.673423,cancelled,alipay
O00003532,U000832,P00383,2,63.36,126.72,2025-03-07 02:00:37.673423,pending,alipay
O00003533,U000833,P00374,1,79.89,79.89,2025-04-10 21:32:37.673423,pending,alipay
O00003534,U000833,P00429,1,35.06,105.18,2025-04-12 22:34:37.673423,pending,credit_card
O00003535,U000833,P00248,1,314.48,943.44,2025-03-29 05:24:37.673423,cancelled,credit_card
O00003536,U000833,P00449,2,57.53,115.06,2025-03-29 21:00:37.673423,cancelled,wechat_pay
O00003537,U000834,P00297,3,109.73,438.92,2025-03-20 16:59:37.673423,pending,wechat_pay
O00003538,U000834,P00016,2,225.88,451.76,2025-05-04 23:33:37.673423,pending,wechat_pay
O00003539,U000834,P00078,3,96.38,96.38,2025-04-20 11:50:37.673423,pending,alipay
O00003540,U000834,P00160,4,64.49,193.46999999999997,2025-05-17 13:51:37.673423,cancelled,wechat_pay
O00003541,U000834,P00082,2,130.04,520.16,2025-05-15 10:58:37.673423,cancelled,credit_card
O00003542,U000834,P00410,4,291.03,582.06,2025-04-27 06:40:37.673423,completed,wechat_pay
O00003543,U000834,P00470,2,179.06,716.24,2025-04-25 01:02:37.673423,cancelled,credit_card
O00003544,U000834,P00091,2,78.57,157.14,2025-04-30 17:52:37.673423,pending,alipay
O00003545,U000835,P00438,4,142.71,285.42,2025-03-16 07:53:37.673423,completed,alipay
O00003546,U000835,P00114,3,27.36,82.08,2025-05-26 18:01:37.673423,pending,wechat_pay
O00003547,U000835,P00482,2,35.95,143.8,2025-05-26 12:20:37.673423,cancelled,credit_card
O00003548,U000835,P00354,3,27.3,81.9,2025-06-04 02:21:37.673423,pending,credit_card
O00003549,U000835,P00011,2,37.34,149.36,2025-04-10 06:27:37.673423,completed,alipay
O00003550,U000835,P00294,3,37.53,37.53,2025-05-12 21:29:37.673423,completed,wechat_pay
O00003551,U000836,P00307,2,40.72,40.72,2025-04-28 07:56:37.673423,pending,credit_card
O00003552,U000836,P00069,1,99.78,99.78,2025-03-29 12:08:37.673423,pending,alipay
O00003553,U000836,P00275,3,94.11,282.33,2025-04-08 20:08:37.673423,pending,alipay
O00003554,U000836,P00388,4,52.32,104.64,2025-06-02 15:28:37.673423,cancelled,alipay
O00003555,U000836,P00319,2,42.45,84.9,2025-04-21 04:12:37.673423,cancelled,wechat_pay
O00003556,U000837,P00178,2,133.41,400.23,2025-05-22 23:34:37.673423,pending,alipay
O00003557,U000837,P00162,1,27.28,54.56,2025-04-21 17:47:37.673423,pending,alipay
O00003558,U000837,P00055,2,352.27,704.54,2025-05-17 10:28:37.673423,pending,credit_card
O00003559,U000837,P00046,1,44.06,88.12,2025-03-30 21:00:37.673423,pending,credit_card
O00003560,U000837,P00117,1,22.87,68.61,2025-05-01 04:00:37.673423,pending,credit_card
O00003561,U000837,P00285,1,18.21,54.63,2025-05-01 03:53:37.673423,pending,credit_card
O00003562,U000837,P00359,2,202.54,405.08,2025-04-30 22:42:37.673423,cancelled,wechat_pay
O00003563,U000837,P00204,3,492.77,492.77,2025-03-14 21:24:37.673423,pending,credit_card
O00003564,U000837,P00074,4,403.11,1209.33,2025-03-13 00:24:37.673423,cancelled,alipay
O00003565,U000837,P00084,2,82.98,165.96,2025-03-22 13:39:37.673423,completed,wechat_pay
O00003566,U000838,P00398,3,16.04,32.08,2025-04-18 14:18:37.673423,pending,wechat_pay
O00003567,U000838,P00227,4,819.72,2459.16,2025-05-25 11:10:37.673423,cancelled,wechat_pay
O00003568,U000838,P00058,2,22.85,22.85,2025-05-01 13:21:37.673423,cancelled,alipay
O00003569,U000839,P00437,3,214.03,642.09,2025-05-26 19:14:37.673423,pending,alipay
O00003570,U000839,P00213,4,156.36,312.72,2025-05-07 14:01:37.673423,pending,credit_card
O00003571,U000839,P00482,3,35.95,71.9,2025-05-18 08:36:37.673423,pending,credit_card
O00003572,U000839,P00052,4,138.39,415.16999999999996,2025-05-15 12:31:37.673423,pending,wechat_pay
O00003573,U000839,P00150,4,34.27,102.81,2025-03-27 18:36:37.673423,completed,wechat_pay
O00003574,U000840,P00006,2,154.95,309.9,2025-05-21 20:30:37.673423,completed,alipay
O00003575,U000840,P00009,1,19.89,19.89,2025-04-25 12:45:37.673423,completed,wechat_pay
O00003576,U000840,P00177,2,75.14,300.56,2025-04-27 15:16:37.673423,cancelled,alipay
O00003577,U000841,P00479,2,50.46,201.84,2025-04-11 18:33:37.673423,pending,credit_card
O00003578,U000841,P00054,1,24.15,24.15,2025-03-28 19:59:37.673423,pending,credit_card
O00003579,U000842,P00316,1,21.44,42.88,2025-04-27 19:33:37.673423,pending,credit_card
O00003580,U000842,P00325,1,36.43,109.28999999999999,2025-05-13 18:51:37.673423,pending,credit_card
O00003581,U000842,P00091,4,78.57,78.57,2025-03-19 10:58:37.673423,pending,credit_card
O00003582,U000842,P00346,1,115.34,115.34,2025-04-10 05:40:37.673423,completed,alipay
O00003583,U000842,P00182,2,47.21,47.21,2025-03-30 07:44:37.673423,completed,alipay
O00003584,U000843,P00341,4,96.85,387.4,2025-03-11 00:33:37.673423,completed,alipay
O00003585,U000843,P00304,2,16.4,32.8,2025-05-04 08:44:37.673423,pending,credit_card
O00003586,U000843,P00179,2,56.3,112.6,2025-04-27 01:31:37.673423,cancelled,credit_card
O00003587,U000844,P00159,3,197.87,395.74,2025-05-29 06:20:37.673423,pending,credit_card
O00003588,U000844,P00122,1,84.78,254.34,2025-04-14 09:53:37.673423,completed,wechat_pay
O00003589,U000844,P00082,4,130.04,260.08,2025-05-27 09:40:37.673423,cancelled,credit_card
O00003590,U000846,P00345,3,36.73,73.46,2025-06-04 17:17:37.673423,cancelled,wechat_pay
O00003591,U000846,P00221,3,12.17,24.34,2025-05-22 12:51:37.673423,pending,alipay
O00003592,U000846,P00157,2,135.94,271.88,2025-04-01 08:57:37.673423,completed,credit_card
O00003593,U000846,P00359,4,202.54,202.54,2025-03-08 13:35:37.673423,pending,wechat_pay
O00003594,U000846,P00456,1,69.43,277.72,2025-05-05 15:42:37.673423,cancelled,wechat_pay
O00003595,U000847,P00024,1,24.45,73.35,2025-05-08 02:01:37.673423,pending,alipay
O00003596,U000847,P00431,2,60.33,180.99,2025-05-16 22:04:37.673423,cancelled,alipay
O00003597,U000848,P00332,2,62.49,124.98,2025-04-15 16:40:37.673423,pending,alipay
O00003598,U000848,P00190,1,241.43,482.86,2025-03-23 16:57:37.673423,cancelled,credit_card
O00003599,U000848,P00020,4,24.37,73.11,2025-04-20 00:13:37.673423,pending,alipay
O00003600,U000849,P00029,1,173.47,693.88,2025-03-27 11:38:37.673423,pending,alipay
O00003601,U000849,P00280,2,198.18,594.54,2025-04-13 21:14:37.673423,completed,alipay
O00003602,U000850,P00386,3,38.62,154.48,2025-03-22 00:47:37.673423,pending,wechat_pay
O00003603,U000850,P00070,1,115.6,115.6,2025-06-04 08:00:37.673423,completed,alipay
O00003604,U000851,P00398,4,16.04,48.12,2025-03-22 20:11:37.673423,pending,alipay
O00003605,U000851,P00107,1,423.0,423.0,2025-04-01 02:17:37.673423,cancelled,wechat_pay
O00003606,U000851,P00005,4,54.15,108.3,2025-05-16 08:13:37.673423,pending,alipay
O00003607,U000851,P00456,1,69.43,138.86,2025-03-08 11:38:37.673423,cancelled,wechat_pay
O00003608,U000851,P00015,2,50.26,150.78,2025-05-12 10:31:37.673423,pending,wechat_pay
O00003609,U000851,P00415,3,40.37,161.48,2025-03-07 07:28:37.673423,cancelled,alipay
O00003610,U000851,P00088,4,201.62,806.48,2025-05-26 09:38:37.673423,completed,wechat_pay
O00003611,U000851,P00272,1,127.57,510.28,2025-05-31 13:36:37.673423,completed,credit_card
O00003612,U000852,P00496,3,53.1,106.2,2025-04-19 15:26:37.673423,cancelled,credit_card
O00003613,U000852,P00023,3,178.19,534.5699999999999,2025-04-11 15:50:37.673423,completed,wechat_pay
O00003614,U000852,P00365,4,122.79,122.79,2025-03-16 03:00:37.673423,pending,wechat_pay
O00003615,U000852,P00103,3,119.32,357.96,2025-04-27 18:06:37.673423,completed,alipay
O00003616,U000852,P00209,4,105.01,315.03000000000003,2025-04-23 17:30:37.673423,completed,wechat_pay
O00003617,U000852,P00026,2,10.02,10.02,2025-03-25 22:33:37.673423,pending,credit_card
O00003618,U000852,P00203,3,138.31,138.31,2025-05-16 00:54:37.673423,cancelled,wechat_pay
O00003619,U000852,P00399,1,56.26,56.26,2025-04-25 06:01:37.673423,pending,wechat_pay
O00003620,U000853,P00264,1,217.67,217.67,2025-05-12 02:32:37.673423,pending,alipay
O00003621,U000853,P00157,3,135.94,543.76,2025-05-27 19:30:37.673423,cancelled,credit_card
O00003622,U000854,P00151,1,251.99,251.99,2025-03-23 03:01:37.673423,completed,credit_card
O00003623,U000854,P00059,3,239.33,717.99,2025-04-21 22:59:37.673423,pending,wechat_pay
O00003624,U000854,P00343,1,67.68,135.36,2025-03-19 05:15:37.673423,pending,alipay
O00003625,U000854,P00268,4,149.34,448.02,2025-03-16 04:19:37.673423,cancelled,alipay
O00003626,U000854,P00342,2,505.06,1010.12,2025-03-09 10:15:37.673423,pending,wechat_pay
O00003627,U000854,P00084,4,82.98,248.94,2025-04-21 06:12:37.673423,pending,alipay
O00003628,U000854,P00260,4,442.32,1326.96,2025-04-28 08:13:37.673423,cancelled,alipay
O00003629,U000854,P00043,1,168.53,674.12,2025-04-04 22:59:37.673423,pending,credit_card
O00003630,U000854,P00286,3,49.66,99.32,2025-04-06 00:26:37.673423,pending,wechat_pay
O00003631,U000854,P00005,2,54.15,162.45,2025-04-03 11:34:37.673423,pending,wechat_pay
O00003632,U000854,P00006,3,154.95,619.8,2025-04-08 05:37:37.673423,pending,alipay
O00003633,U000854,P00368,3,161.77,647.08,2025-03-25 15:46:37.673423,cancelled,wechat_pay
O00003634,U000855,P00317,3,77.25,77.25,2025-04-19 23:15:37.673423,completed,credit_card
O00003635,U000855,P00257,1,61.71,246.84,2025-03-18 21:10:37.673423,pending,alipay
O00003636,U000855,P00291,3,123.14,123.14,2025-05-21 19:29:37.673423,pending,alipay
O00003637,U000855,P00425,3,36.69,36.69,2025-03-11 15:35:37.673423,cancelled,alipay
O00003638,U000855,P00126,1,83.58,250.74,2025-05-26 06:55:37.673423,pending,alipay
O00003639,U000855,P00051,4,89.35,178.7,2025-05-09 07:58:37.673423,pending,credit_card
O00003640,U000855,P00142,4,85.26,341.04,2025-06-01 01:51:37.673423,pending,credit_card
O00003641,U000855,P00462,3,94.75,379.0,2025-04-29 23:37:37.673423,pending,alipay
O00003642,U000855,P00447,3,227.92,683.76,2025-03-31 03:45:37.673423,pending,wechat_pay
O00003643,U000855,P00178,3,133.41,533.64,2025-04-12 23:36:37.673423,pending,wechat_pay
O00003644,U000855,P00194,1,99.16,198.32,2025-06-01 13:13:37.673423,pending,credit_card
O00003645,U000855,P00276,2,69.09,138.18,2025-04-19 18:00:37.673423,pending,alipay
O00003646,U000856,P00372,1,175.46,175.46,2025-05-12 22:58:37.673423,cancelled,wechat_pay
O00003647,U000856,P00345,2,36.73,36.73,2025-05-11 12:09:37.673423,pending,credit_card
O00003648,U000856,P00338,3,70.67,282.68,2025-04-23 21:07:37.673423,pending,credit_card
O00003649,U000857,P00498,1,195.11,780.44,2025-03-16 11:21:37.673423,pending,wechat_pay
O00003650,U000857,P00296,4,122.24,122.24,2025-05-31 11:55:37.673423,pending,credit_card
O00003651,U000857,P00197,2,85.92,171.84,2025-04-09 04:42:37.673423,pending,alipay
O00003652,U000857,P00128,2,48.61,145.82999999999998,2025-04-18 15:09:37.673423,pending,alipay
O00003653,U000858,P00278,3,58.94,58.94,2025-03-27 15:12:37.673423,cancelled,wechat_pay
O00003654,U000858,P00336,1,47.93,143.79,2025-03-18 07:57:37.673423,cancelled,credit_card
O00003655,U000858,P00483,4,150.09,450.27,2025-04-24 06:03:37.673423,pending,wechat_pay
O00003656,U000858,P00477,4,48.95,97.9,2025-03-20 08:32:37.673423,completed,alipay
O00003657,U000858,P00289,3,39.62,39.62,2025-03-31 13:25:37.673423,completed,wechat_pay
O00003658,U000858,P00272,4,127.57,382.71,2025-05-03 05:43:37.673423,cancelled,alipay
O00003659,U000858,P00390,3,42.31,126.93,2025-04-19 03:46:37.673423,pending,alipay
O00003660,U000858,P00155,3,263.9,263.9,2025-04-06 01:07:37.673423,pending,alipay
O00003661,U000858,P00079,4,160.62,481.86,2025-03-28 11:19:37.673423,cancelled,wechat_pay
O00003662,U000858,P00325,3,36.43,109.28999999999999,2025-05-31 09:30:37.673423,pending,credit_card
O00003663,U000858,P00200,1,10.5,21.0,2025-03-12 05:11:37.673423,completed,alipay
O00003664,U000858,P00284,3,54.86,164.57999999999998,2025-05-12 01:19:37.673423,cancelled,wechat_pay
O00003665,U000859,P00352,2,194.17,388.34,2025-03-17 01:36:37.673423,cancelled,alipay
O00003666,U000859,P00486,3,53.78,215.12,2025-05-24 22:15:37.673423,completed,wechat_pay
O00003667,U000859,P00426,4,35.09,105.27000000000001,2025-03-08 05:56:37.673423,pending,alipay
O00003668,U000860,P00485,1,71.0,213.0,2025-04-05 16:52:37.673423,completed,alipay
O00003669,U000860,P00167,1,35.47,106.41,2025-03-30 06:05:37.673423,pending,wechat_pay
O00003670,U000860,P00131,4,45.87,45.87,2025-06-04 18:36:37.673423,pending,credit_card
O00003671,U000860,P00131,4,45.87,91.74,2025-05-08 09:20:37.673423,cancelled,wechat_pay
O00003672,U000861,P00383,2,63.36,190.07999999999998,2025-05-02 12:26:37.673423,pending,alipay
O00003673,U000861,P00296,2,122.24,244.48,2025-03-18 00:33:37.673423,pending,alipay
O00003674,U000861,P00297,2,109.73,438.92,2025-05-29 10:41:37.673423,pending,alipay
O00003675,U000861,P00062,4,386.51,773.02,2025-05-26 01:55:37.673423,pending,alipay
O00003676,U000861,P00172,4,94.29,282.87,2025-04-27 06:03:37.673423,cancelled,wechat_pay
O00003677,U000861,P00205,2,27.59,82.77,2025-06-02 09:58:37.673423,pending,credit_card
O00003678,U000861,P00340,1,50.77,101.54,2025-03-17 03:03:37.673423,pending,alipay
O00003679,U000861,P00294,3,37.53,112.59,2025-04-25 22:33:37.673423,cancelled,alipay
O00003680,U000861,P00377,2,26.04,104.16,2025-05-13 01:01:37.673423,pending,wechat_pay
O00003681,U000862,P00255,1,13.51,54.04,2025-04-10 11:56:37.673423,pending,wechat_pay
O00003682,U000862,P00063,1,279.74,1118.96,2025-04-18 09:16:37.673423,pending,credit_card
O00003683,U000862,P00402,3,26.5,106.0,2025-04-22 23:29:37.673423,pending,alipay
O00003684,U000864,P00019,3,181.65,181.65,2025-05-25 07:28:37.673423,pending,alipay
O00003685,U000864,P00264,2,217.67,870.68,2025-03-24 20:13:37.673423,pending,wechat_pay
O00003686,U000865,P00327,4,222.31,222.31,2025-03-23 15:05:37.673423,pending,credit_card
O00003687,U000865,P00204,1,492.77,492.77,2025-04-22 15:35:37.673423,pending,alipay
O00003688,U000865,P00095,1,38.1,76.2,2025-05-02 20:12:37.673423,pending,wechat_pay
O00003689,U000865,P00117,2,22.87,22.87,2025-03-31 13:16:37.673423,pending,wechat_pay
O00003690,U000865,P00404,2,127.82,127.82,2025-03-21 21:25:37.673423,pending,alipay
O00003691,U000866,P00118,4,122.67,245.34,2025-03-22 04:48:37.673423,pending,wechat_pay
O00003692,U000867,P00243,3,141.21,423.63,2025-04-08 09:39:37.673423,pending,wechat_pay
O00003693,U000867,P00424,3,144.23,432.68999999999994,2025-04-15 10:04:37.673423,pending,alipay
O00003694,U000867,P00491,1,27.36,109.44,2025-03-18 22:56:37.673423,pending,alipay
O00003695,U000867,P00075,3,68.43,68.43,2025-03-26 16:27:37.673423,pending,credit_card
O00003696,U000867,P00448,3,174.41,174.41,2025-03-16 16:18:37.673423,cancelled,alipay
O00003697,U000867,P00021,2,40.76,122.28,2025-04-11 23:42:37.673423,pending,wechat_pay
O00003698,U000867,P00079,2,160.62,642.48,2025-04-11 21:34:37.673423,pending,alipay
O00003699,U000867,P00349,3,149.28,149.28,2025-03-24 03:36:37.673423,pending,wechat_pay
O00003700,U000867,P00173,3,134.76,134.76,2025-05-17 23:06:37.673423,completed,alipay
O00003701,U000867,P00275,1,94.11,282.33,2025-03-23 21:26:37.673423,cancelled,credit_card
O00003702,U000867,P00201,4,10.43,41.72,2025-04-02 04:15:37.673423,pending,alipay
O00003703,U000867,P00230,3,113.76,227.52,2025-05-20 20:16:37.673423,completed,alipay
O00003704,U000867,P00454,2,166.02,664.08,2025-05-03 10:54:37.673423,cancelled,credit_card
O00003705,U000867,P00055,1,352.27,1056.81,2025-03-21 15:36:37.673423,pending,wechat_pay
O00003706,U000868,P00414,2,76.27,305.08,2025-05-04 00:15:37.673423,cancelled,alipay
O00003707,U000868,P00162,3,27.28,109.12,2025-04-04 01:44:37.673423,cancelled,wechat_pay
O00003708,U000868,P00074,1,403.11,1612.44,2025-03-31 06:03:37.673423,cancelled,wechat_pay
O00003709,U000869,P00417,3,234.05,936.2,2025-03-08 15:28:37.673423,pending,credit_card
O00003710,U000869,P00022,3,50.98,152.94,2025-05-13 17:47:37.673423,completed,wechat_pay
O00003711,U000869,P00489,1,336.17,1008.51,2025-05-25 23:24:37.673423,pending,alipay
O00003712,U000869,P00332,4,62.49,124.98,2025-05-15 13:05:37.673423,pending,wechat_pay
O00003713,U000869,P00247,1,73.7,73.7,2025-04-22 20:42:37.673423,pending,alipay
O00003714,U000869,P00240,1,46.25,92.5,2025-03-25 04:15:37.673423,completed,wechat_pay
O00003715,U000869,P00074,1,403.11,1612.44,2025-05-22 04:13:37.673423,pending,alipay
O00003716,U000869,P00180,2,24.17,48.34,2025-05-14 15:21:37.673423,pending,wechat_pay
O00003717,U000870,P00356,3,62.04,62.04,2025-04-17 05:45:37.673423,cancelled,wechat_pay
O00003718,U000870,P00441,4,50.83,50.83,2025-04-19 09:07:37.673423,cancelled,credit_card
O00003719,U000870,P00456,3,69.43,69.43,2025-04-25 15:29:37.673423,pending,alipay
O00003720,U000870,P00498,1,195.11,585.33,2025-03-24 15:25:37.673423,pending,wechat_pay
O00003721,U000870,P00427,1,38.78,38.78,2025-04-21 11:20:37.673423,pending,credit_card
O00003722,U000871,P00194,4,99.16,396.64,2025-04-24 19:47:37.673423,completed,alipay
O00003723,U000871,P00430,1,162.32,649.28,2025-03-31 03:24:37.673423,pending,alipay
O00003724,U000871,P00385,2,46.73,186.92,2025-04-22 16:53:37.673423,pending,wechat_pay
O00003725,U000871,P00389,3,37.62,75.24,2025-03-15 13:46:37.673423,pending,wechat_pay
O00003726,U000871,P00029,3,173.47,520.41,2025-05-24 04:14:37.673423,completed,alipay
O00003727,U000871,P00165,3,46.35,46.35,2025-06-04 20:11:37.673423,completed,credit_card
O00003728,U000871,P00478,4,216.02,432.04,2025-05-30 19:25:37.673423,pending,wechat_pay
O00003729,U000872,P00265,1,351.08,351.08,2025-05-08 13:21:37.673423,pending,alipay
O00003730,U000872,P00104,1,117.59,352.77,2025-05-24 21:16:37.673423,completed,alipay
O00003731,U000872,P00477,4,48.95,48.95,2025-03-09 23:13:37.673423,pending,alipay
O00003732,U000873,P00053,1,68.59,68.59,2025-05-02 21:19:37.673423,pending,credit_card
O00003733,U000873,P00317,3,77.25,154.5,2025-05-04 04:40:37.673423,pending,credit_card
O00003734,U000873,P00253,1,47.3,141.89999999999998,2025-04-23 05:38:37.673423,cancelled,credit_card
O00003735,U000873,P00415,1,40.37,80.74,2025-05-02 07:43:37.673423,cancelled,credit_card
O00003736,U000873,P00461,4,21.51,43.02,2025-05-22 14:37:37.673423,completed,alipay
O00003737,U000873,P00396,1,185.01,185.01,2025-04-02 16:36:37.673423,completed,alipay
O00003738,U000873,P00117,1,22.87,68.61,2025-05-23 05:55:37.673423,pending,wechat_pay
O00003739,U000874,P00132,2,143.66,430.98,2025-05-05 03:23:37.673423,cancelled,alipay
O00003740,U000874,P00153,4,16.59,16.59,2025-04-03 02:33:37.673423,completed,credit_card
O00003741,U000874,P00121,1,11.89,35.67,2025-04-15 19:08:37.673423,pending,credit_card
O00003742,U000874,P00256,1,130.13,520.52,2025-04-03 08:02:37.673423,pending,alipay
O00003743,U000874,P00280,2,198.18,594.54,2025-03-30 02:05:37.673423,pending,alipay
O00003744,U000874,P00213,2,156.36,469.08000000000004,2025-04-17 15:25:37.673423,cancelled,wechat_pay
O00003745,U000874,P00374,2,79.89,159.78,2025-05-25 21:58:37.673423,completed,credit_card
O00003746,U000874,P00360,2,103.8,415.2,2025-05-18 02:28:37.673423,pending,wechat_pay
O00003747,U000875,P00308,2,210.44,420.88,2025-05-26 22:51:37.673423,pending,credit_card
O00003748,U000876,P00466,1,92.36,92.36,2025-04-10 01:58:37.673423,completed,alipay
O00003749,U000876,P00116,2,153.86,307.72,2025-05-25 20:44:37.673423,cancelled,credit_card
O00003750,U000877,P00408,1,23.45,70.35,2025-03-27 16:03:37.673423,pending,credit_card
O00003751,U000877,P00399,3,56.26,168.78,2025-04-09 03:52:37.673423,cancelled,credit_card
O00003752,U000877,P00473,3,51.48,51.48,2025-04-29 19:24:37.673423,completed,alipay
O00003753,U000877,P00070,2,115.6,346.79999999999995,2025-03-31 22:10:37.673423,pending,wechat_pay
O00003754,U000878,P00297,4,109.73,109.73,2025-04-13 20:12:37.673423,completed,wechat_pay
O00003755,U000878,P00170,1,47.04,141.12,2025-04-17 17:43:37.673423,completed,alipay
O00003756,U000879,P00227,1,819.72,3278.88,2025-05-30 21:12:37.673423,completed,wechat_pay
O00003757,U000879,P00106,2,341.33,1023.99,2025-05-26 12:44:37.673423,completed,alipay
O00003758,U000879,P00389,1,37.62,37.62,2025-05-30 13:44:37.673423,pending,alipay
O00003759,U000879,P00235,3,95.77,287.31,2025-05-29 10:40:37.673423,pending,alipay
O00003760,U000879,P00273,4,134.47,537.88,2025-05-10 16:27:37.673423,completed,credit_card
O00003761,U000879,P00431,1,60.33,180.99,2025-04-24 03:19:37.673423,completed,alipay
O00003762,U000879,P00229,2,29.86,29.86,2025-04-14 10:29:37.673423,pending,credit_card
O00003763,U000879,P00085,3,33.38,33.38,2025-03-27 09:17:37.673423,pending,credit_card
O00003764,U000879,P00370,3,266.67,800.01,2025-04-11 05:39:37.673423,pending,alipay
O00003765,U000879,P00016,4,225.88,451.76,2025-04-18 07:31:37.673423,pending,alipay
O00003766,U000879,P00277,4,35.11,105.33,2025-03-28 21:40:37.673423,completed,alipay
