user_id,username,age,gender,city,register_date,user_level
U001840,liaoxia,35,F,静县,2025-05-20,Bronze
U001841,nayao,50,F,西安县,2023-11-21,Silver
U001842,guiyingxu,50,M,东市,2025-01-20,Bronze
U001843,axiao,20,M,红霞县,2025-05-04,Gold
U001844,min51,52,F,桂花县,2023-11-26,Gold
U001845,wwan,24,M,玉兰县,2023-10-04,Silver
U001846,naliao,41,F,六盘水县,2025-01-17,Bronze
U001847,lzeng,42,M,六安县,2024-04-24,Silver
U001848,ohou,25,F,广州市,2024-09-20,Bronze
U001849,yangxiulan,33,M,军县,2024-09-20,Silver
U001850,jingxiong,31,F,俊县,2023-06-22,Bronze
U001851,gxiao,24,M,南京县,2024-03-17,Bronze
U001852,jingtang,37,M,兴城市,2024-01-18,Platinum
U001853,changjuan,43,F,桂芳市,2024-11-17,Silver
U001854,ykang,47,M,佛山市,2025-02-18,Platinum
U001855,jing37,50,F,北京市,2024-11-15,Bronze
U001856,ewen,51,F,斌县,2023-12-23,Silver
U001857,yaoyang,53,M,潜江县,2025-03-08,Bronze
U001858,linna,40,M,淮安县,2024-12-12,Silver
U001859,yshen,19,M,银川市,2025-03-23,Gold
U001860,xiulan12,20,M,秀梅县,2023-09-23,Gold
U001861,taohuang,53,M,帆县,2024-10-15,Bronze
U001862,sunyan,61,F,丽县,2024-02-25,Bronze
U001863,yan75,53,M,秀兰县,2024-09-08,Bronze
U001864,gaojie,47,M,杰市,2025-04-18,Bronze
U001865,xiulan54,49,F,晨县,2024-06-08,Bronze
U001866,szheng,44,F,太原市,2024-09-18,Bronze
U001867,na43,24,F,南昌县,2023-09-28,Bronze
U001868,leiming,20,M,荣市,2024-02-27,Gold
U001869,xiulanwang,54,M,柳县,2025-04-07,Bronze
U001870,kyuan,23,M,雷县,2025-05-01,Bronze
U001871,qcai,38,F,阜新市,2024-01-31,Gold
U001872,jungu,59,F,欢市,2024-03-07,Silver
U001873,ksun,31,M,合山市,2024-12-31,Silver
U001874,mingzhao,55,F,马鞍山市,2024-02-15,Bronze
U001875,lixia,58,F,呼和浩特县,2024-08-18,Bronze
U001876,junlai,20,M,海口市,2024-11-21,Silver
U001877,chao,29,M,萍市,2025-01-02,Bronze
U001878,gangfu,51,M,飞市,2023-11-28,Silver
U001879,xiulanxue,21,F,丽华市,2024-07-26,Bronze
U001880,luyang,29,F,拉萨县,2023-09-03,Silver
U001881,edong,25,M,西安市,2024-09-11,Silver
U001882,kliu,29,M,荆门市,2024-12-15,Silver
U001883,myuan,28,M,伟县,2025-01-11,Gold
U001884,ryang,38,F,东县,2024-07-03,Bronze
U001885,swei,46,M,燕市,2024-02-24,Silver
U001886,yong88,38,F,丽丽市,2025-01-12,Bronze
U001887,taobai,47,F,凤兰县,2024-06-24,Platinum
U001888,jingdeng,24,M,莉市,2025-05-23,Gold
U001889,omao,55,M,南宁市,2025-01-17,Silver
U001890,juanlong,61,F,玉珍县,2023-08-23,Bronze
U001891,xiuying39,23,F,兴城市,2023-11-01,Gold
U001892,khan,41,M,兴城县,2024-10-24,Silver
U001893,oli,38,M,桂香县,2024-03-19,Silver
U001894,lima,56,M,玉梅县,2024-01-30,Silver
U001895,zxiong,45,M,强县,2023-07-17,Gold
U001896,pmo,59,M,宜都县,2023-06-20,Silver
U001897,juanzhang,59,M,英县,2023-06-23,Silver
U001898,ping65,28,F,南昌县,2025-03-31,Silver
U001899,guiying13,57,F,兴城县,2024-12-16,Bronze
U001900,xcheng,24,M,桂芝市,2024-01-08,Gold
U001901,gdai,35,M,阜新县,2024-07-26,Bronze
U001902,qiang41,37,M,亮市,2024-02-12,Silver
U001903,jgu,35,M,杨市,2024-05-10,Bronze
U001904,minxu,47,M,桂兰市,2023-09-22,Bronze
U001905,zhuyan,28,F,畅县,2025-01-05,Silver
U001906,jingluo,50,F,娜县,2024-03-12,Gold
U001907,juan44,21,F,合肥市,2024-10-15,Silver
U001908,zshen,47,M,辉市,2025-05-14,Gold
U001909,chao96,33,M,东莞县,2025-02-07,Platinum
U001910,kliao,25,M,波市,2024-08-17,Silver
U001911,xieguiying,43,F,梧州市,2024-08-23,Bronze
U001912,pye,46,M,乌鲁木齐县,2025-03-01,Silver
U001913,qiang72,29,F,斌市,2024-10-20,Gold
U001914,qiang86,35,M,马鞍山县,2023-06-09,Silver
U001915,acao,19,M,兴城县,2023-09-29,Bronze
U001916,jun95,43,F,杨县,2025-04-28,Bronze
U001917,juangong,57,F,沈阳市,2023-08-22,Gold
U001918,xiaxiuying,32,F,太原县,2023-07-28,Silver
U001919,min33,27,F,邯郸市,2024-04-29,Bronze
U001920,jun35,63,M,合肥县,2023-09-08,Bronze
U001921,cchang,24,F,海门市,2024-05-17,Silver
U001922,mqiu,32,M,海门市,2023-08-16,Gold
U001923,weixue,18,M,南京市,2023-09-06,Silver
U001924,wyao,54,F,丽娟市,2023-11-15,Silver
U001925,wangming,62,M,霞市,2024-05-24,Platinum
U001926,baina,57,M,莹市,2024-03-06,Platinum
U001927,li16,47,F,娜市,2024-10-22,Silver
U001928,btang,33,F,凤英市,2023-09-22,Bronze
U001929,jingxiong,61,M,太原市,2023-09-21,Gold
U001930,dchen,50,M,辛集县,2024-09-26,Silver
U001931,aguo,45,F,贵阳市,2025-01-01,Bronze
U001932,mingfang,63,M,重庆县,2023-11-10,Silver
U001933,na54,62,F,涛市,2024-02-17,Bronze
U001934,tangfang,59,M,永安市,2024-07-28,Silver
U001935,uyang,24,F,南京市,2023-06-16,Gold
U001936,jun16,27,M,郑州县,2024-05-30,Bronze
U001937,cxia,32,M,北京县,2024-06-08,Bronze
U001938,ilai,27,M,云市,2024-06-10,Platinum
U001939,mxu,35,M,广州市,2025-02-19,Bronze
U001940,junzhang,40,M,西安县,2024-01-10,Gold
U001941,kongjun,20,F,彬县,2024-02-15,Gold
U001942,lzhao,60,F,建华县,2024-04-27,Bronze
U001943,yong29,51,F,六安市,2025-02-10,Bronze
U001944,jingcai,58,M,哈尔滨市,2023-10-08,Bronze
U001945,aluo,45,M,秀华县,2023-10-28,Bronze
U001946,nsu,22,M,燕县,2023-09-04,Bronze
U001947,yang85,49,M,彬县,2024-02-24,Bronze
U001948,dxiao,44,F,阜新县,2023-07-24,Silver
U001949,ping08,56,M,西安市,2024-05-25,Bronze
U001950,fengxia,40,M,阳县,2024-01-29,Gold
U001951,jshi,26,F,东莞市,2024-04-08,Bronze
U001952,jiezhong,41,M,天津市,2024-12-25,Gold
U001953,wei92,64,M,六盘水县,2024-07-28,Platinum
U001954,yanwu,60,M,张家港市,2023-08-21,Platinum
U001955,yangyu,43,F,长沙县,2025-04-01,Gold
U001956,leicui,32,M,英县,2025-05-04,Platinum
U001957,dtang,47,M,亮县,2023-06-05,Platinum
U001958,laiyan,39,F,利市,2023-07-20,Gold
U001959,jgao,29,F,瑞市,2024-04-03,Silver
U001960,yangshao,48,F,想市,2025-03-14,Bronze
U001961,gang34,37,M,马鞍山市,2024-12-19,Platinum
U001962,juansong,54,M,兴安盟县,2023-06-13,Silver
U001963,wenli,54,F,深圳市,2024-10-29,Bronze
U001964,hliu,35,M,建军市,2025-04-18,Silver
U001965,lei06,37,F,龙县,2024-04-30,Silver
U001966,yanzhou,24,M,桂兰市,2024-07-15,Bronze
U001967,duxiuying,51,F,秀英县,2025-03-15,Bronze
U001968,dshao,49,M,兴安盟县,2025-05-07,Bronze
U001969,yang85,22,M,娟县,2023-08-08,Bronze
U001970,duanyan,44,F,丽县,2023-11-23,Bronze
U001971,rzhao,25,M,惠州县,2024-09-18,Platinum
U001972,mcheng,31,M,西安市,2023-09-04,Bronze
U001973,mingxue,26,M,秀荣市,2024-02-29,Bronze
U001974,ksun,48,M,马鞍山县,2024-11-05,Platinum
U001975,jiaxiulan,60,M,重庆县,2023-08-20,Gold
U001976,ping07,50,M,兰英县,2024-03-04,Silver
U001977,leisu,46,F,兴城县,2024-11-29,Platinum
U001978,jing38,61,M,莹县,2025-01-31,Gold
U001979,taodu,18,F,琴市,2024-02-05,Silver
U001980,guiying16,45,F,瑜市,2025-01-12,Platinum
U001981,qhu,40,M,倩县,2025-02-19,Silver
U001982,wpan,42,F,成都县,2023-06-17,Bronze
U001983,houxiulan,35,M,璐县,2025-01-12,Platinum
U001984,nayi,36,M,拉萨市,2023-08-14,Platinum
U001985,jlei,20,F,琴县,2023-09-16,Bronze
U001986,vfan,57,M,凯县,2023-11-26,Silver
U001987,pcheng,55,M,兴安盟市,2024-06-23,Bronze
U001988,yanjiang,61,M,广州县,2024-10-20,Bronze
U001989,jiecai,40,M,丽市,2025-04-01,Bronze
U001990,asong,40,F,永安市,2025-03-24,Silver
U001991,kyin,36,F,秀兰县,2025-02-18,Bronze
U001992,ping55,59,F,辽阳县,2023-08-03,Silver
U001993,minzhu,34,M,六盘水市,2023-08-19,Silver
U001994,uxia,53,F,福州县,2024-12-13,Bronze
U001995,qiangli,35,M,宜都县,2024-06-25,Silver
U001996,kdeng,34,F,大冶市,2025-04-30,Bronze
U001997,tao21,21,F,鑫县,2024-08-20,Gold
U001998,chao97,29,F,亮县,2023-11-19,Bronze
U001999,ilong,21,F,玉英市,2024-08-20,Silver
U002000,xgong,35,M,强市,2024-12-09,Silver
U002001,xiulan11,35,M,合山县,2024-12-23,Gold
U002002,juankong,52,M,昆明市,2024-10-21,Gold
U002003,vfeng,49,M,西安县,2024-08-23,Gold
U002004,yren,41,M,成县,2023-10-25,Silver
U002005,longming,44,M,荆门县,2024-06-27,Gold
U002006,helei,18,M,杨市,2024-03-03,Gold
U002007,maoqiang,27,M,合山县,2023-06-20,Bronze
U002008,xiefang,56,M,帆市,2023-06-06,Silver
U002009,baimin,63,M,秀珍市,2025-02-15,Gold
U002010,gang23,56,F,博市,2024-02-28,Bronze
U002011,zhongjie,25,F,东县,2024-12-04,Gold
U002012,weigu,24,M,涛市,2025-05-31,Bronze
U002013,longli,26,F,哈尔滨市,2024-09-05,Bronze
U002014,guiyingwan,52,F,长沙县,2025-06-02,Silver
U002015,jzhang,47,F,秀芳市,2024-11-05,Platinum
U002016,maojun,42,F,建市,2025-03-01,Bronze
U002017,yhou,31,F,刚县,2023-07-20,Bronze
U002018,tzhang,37,M,柳州市,2024-11-01,Bronze
U002019,wei99,32,M,杨县,2024-02-08,Bronze
U002020,qianghu,48,M,琳县,2024-05-07,Bronze
U002021,fdong,59,M,惠州市,2024-02-09,Platinum
U002022,yye,35,F,瑜县,2025-01-23,Silver
U002023,wufang,61,F,西宁县,2025-04-27,Bronze
U002024,yanglu,58,F,六盘水市,2023-07-11,Silver
U002025,na35,56,F,荆门市,2024-07-04,Bronze
U002026,yong03,55,F,宜都市,2025-04-28,Bronze
U002027,yanlu,51,F,杭州县,2023-11-12,Bronze
U002028,chengna,54,M,郑州县,2023-06-08,Bronze
U002029,yongma,39,F,六安市,2024-03-19,Bronze
U002030,jcheng,29,M,海口县,2025-04-20,Bronze
U002031,kzhong,30,F,文县,2024-04-17,Bronze
U002032,shaoping,56,F,萍市,2025-02-28,Bronze
U002033,mlai,36,M,巢湖市,2024-11-26,Gold
U002034,qfu,44,M,乌鲁木齐市,2023-09-02,Bronze
U002035,taodeng,55,F,六盘水县,2023-10-12,Platinum
U002036,yong64,20,M,红县,2023-08-28,Bronze
U002037,qinjuan,52,M,汕尾市,2023-09-11,Silver
U002038,tangtao,57,M,郑州市,2023-07-04,Gold
U002039,fhe,30,M,台北县,2024-09-24,Silver
U002040,qiang27,57,M,东莞市,2025-01-21,Silver
U002041,mincheng,19,M,长沙县,2025-04-02,Silver
U002042,jing57,45,F,呼和浩特县,2024-03-26,Gold
U002043,liwang,64,M,广州市,2024-10-04,Gold
U002044,minzhang,29,F,杰县,2023-07-28,Silver
U002045,xiuyingwu,56,M,瑞市,2024-08-02,Bronze
U002046,fang11,62,F,勇市,2024-12-18,Platinum
U002047,ming02,50,M,福州市,2024-03-27,Silver
U002048,xiongfang,62,M,欢市,2025-01-16,Bronze
U002049,xiongxia,43,F,天津县,2025-06-01,Gold
U002050,rliao,27,F,欣市,2024-11-16,Silver
U002051,qye,25,M,淑英县,2025-05-19,Silver
U002052,qiangxia,62,M,芳市,2024-01-13,Bronze
U002053,nalai,49,F,张家港市,2024-05-05,Bronze
U002054,jie07,33,M,娜县,2023-09-10,Bronze
U002055,juan66,34,M,桂芳县,2024-05-14,Bronze
U002056,xtan,40,M,晶县,2023-09-16,Gold
U002057,junjia,19,F,南宁县,2025-05-04,Silver
U002058,wxiao,32,F,柳县,2023-11-17,Gold
U002059,egong,54,F,关岭县,2024-01-24,Bronze
U002060,mcui,64,M,阜新市,2024-10-29,Gold
U002061,bwen,54,M,潜江市,2024-11-25,Bronze
U002062,naxiong,27,M,通辽市,2024-10-15,Silver
U002063,yxu,61,F,长沙县,2024-02-05,Bronze
U002064,vkong,55,M,惠州县,2024-09-21,Gold
U002065,zhengguiying,47,F,兰州市,2023-06-11,Bronze
U002066,magang,22,F,兰英市,2025-01-02,Gold
U002067,juanlong,62,F,淮安县,2024-08-31,Silver
U002068,vtang,47,M,辛集县,2023-08-22,Bronze
U002069,jieguo,24,M,欢县,2023-10-05,Bronze
U002070,rzhu,55,M,郑州市,2025-05-11,Gold
U002071,wduan,32,M,合肥县,2024-06-06,Silver
U002072,ktao,36,F,淮安县,2024-09-01,Bronze
U002073,qiangcao,56,F,红梅县,2023-08-10,Bronze
U002074,gang22,46,F,秀荣市,2023-08-30,Bronze
U002075,yangluo,28,F,凯县,2024-09-15,Gold
U002076,ncao,48,M,兵县,2025-03-27,Bronze
U002077,juan84,53,F,惠州县,2025-05-08,Silver
U002078,fangzeng,18,M,沈阳县,2024-05-18,Silver
U002079,cmao,45,F,桂芳市,2024-02-18,Platinum
U002080,fuxiuying,55,F,天津县,2024-03-26,Bronze
U002081,taoqian,19,F,明县,2024-11-27,Gold
U002082,xma,27,M,桂荣县,2023-09-15,Silver
U002083,lei83,55,F,红县,2023-08-08,Silver
U002084,fzhao,29,M,凤兰市,2023-06-22,Platinum
U002085,guiyingkong,64,F,贵阳县,2023-07-25,Bronze
U002086,xiulankang,27,F,乌鲁木齐市,2024-12-17,Gold
U002087,maoxiuying,38,F,长沙县,2024-10-07,Gold
U002088,yong19,61,M,呼和浩特市,2023-11-06,Bronze
U002089,hegang,32,F,北京县,2025-02-08,Bronze
U002090,juancui,54,M,六安县,2024-10-02,Gold
U002091,taohu,30,M,彬县,2024-01-14,Silver
U002092,songjing,38,F,兰州市,2023-11-05,Gold
U002093,jie89,43,M,济南市,2023-10-29,Silver
U002094,minjin,63,F,巢湖县,2024-09-14,Bronze
U002095,owang,50,F,红霞县,2023-12-16,Bronze
U002096,jun80,38,M,红市,2023-07-25,Silver
U002097,dengtao,38,F,飞县,2023-08-06,Bronze
U002098,vcai,63,M,辽阳县,2024-11-28,Bronze
U002099,xionglei,26,M,欣县,2025-01-01,Gold
U002100,fpeng,46,F,小红县,2024-08-02,Gold
U002101,junyan,62,M,长春县,2024-04-18,Bronze
U002102,utan,40,M,丽华县,2024-05-21,Bronze
U002103,jieqiao,55,M,杰市,2025-02-06,Silver
U002104,na26,31,F,洋县,2025-02-08,Silver
U002105,jieyan,44,M,南昌市,2023-06-17,Bronze
U002106,jtang,60,F,雪市,2023-06-21,Gold
U002107,kqin,46,F,萍市,2023-10-30,Bronze
U002108,uyao,53,M,雪梅县,2025-03-27,Silver
U002109,taozhao,19,F,齐齐哈尔市,2023-07-26,Gold
U002110,yan79,18,M,建市,2024-07-11,Silver
U002111,ajia,42,M,洋县,2024-10-07,Gold
U002112,minyin,23,F,琳市,2024-09-12,Bronze
U002113,weiliao,35,F,柳市,2024-03-18,Bronze
U002114,bdeng,54,M,洁县,2023-12-13,Platinum
U002115,minzhou,37,F,辽阳县,2025-02-05,Bronze
U002116,xia59,18,M,想市,2024-02-09,Platinum
U002117,yanyan,58,M,海口县,2024-08-15,Gold
U002118,ucao,28,M,六安市,2024-10-01,Silver
U002119,gang87,62,F,玲市,2024-05-19,Bronze
U002120,yhou,27,F,建县,2025-03-24,Silver
U002121,tangjun,33,M,北京县,2024-03-07,Gold
U002122,jxie,32,M,玉珍县,2024-02-04,Silver
U002123,yanghou,28,F,辛集市,2024-12-27,Silver
U002124,weiwang,21,M,艳县,2024-04-28,Silver
U002125,liulei,27,M,武汉县,2023-06-24,Platinum
U002126,zengyang,58,M,浩县,2024-05-31,Silver
U002127,qiangyin,56,F,晨县,2025-01-14,Bronze
U002128,guiying47,43,M,岩县,2024-01-12,Platinum
U002129,xiulanfu,19,F,勇市,2023-07-15,Bronze
U002130,xia75,21,F,辽阳县,2024-08-05,Silver
U002131,yinping,49,F,桂珍市,2024-02-13,Bronze
U002132,yuanli,52,M,刚市,2024-12-17,Bronze
U002133,taodeng,42,M,合肥市,2023-08-23,Silver
U002134,yankang,22,M,淮安县,2024-02-22,Bronze
U002135,renmin,60,F,汕尾县,2024-08-01,Gold
U002136,wuping,53,M,建军市,2025-02-26,Platinum
U002137,qiangguo,35,M,澳门市,2023-12-07,Silver
U002138,yuanyong,39,M,沈阳市,2024-06-10,Bronze
U002139,chengjun,61,F,长沙市,2024-06-27,Bronze
U002140,min66,43,M,梧州县,2024-06-21,Gold
U002141,zhaoyan,48,M,波市,2023-11-07,Silver
U002142,huangjun,54,M,强县,2024-12-01,Bronze
U002143,xueming,31,F,巢湖市,2023-10-01,Platinum
U002144,yinxiuying,56,M,玲县,2024-07-05,Gold
U002145,mguo,19,M,颖市,2024-02-14,Gold
U002146,na14,54,F,涛县,2024-09-15,Silver
U002147,lhuang,46,M,长春县,2025-02-18,Silver
U002148,huangjuan,52,F,楠县,2024-03-11,Bronze
U002149,pcui,49,F,香港市,2024-07-05,Bronze
U002150,longchao,62,M,昆明县,2023-11-12,Silver
U002151,uqiao,53,M,桂芳县,2024-09-14,Bronze
U002152,taotao,46,F,艳市,2024-09-25,Gold
U002153,baichao,32,M,上海县,2025-05-27,Gold
U002154,liuqiang,32,M,晨市,2023-07-16,Silver
U002155,juan36,61,F,宇县,2024-04-24,Platinum
U002156,liufang,20,M,邯郸市,2023-12-26,Silver
U002157,hhuang,55,M,深圳市,2023-06-16,Platinum
U002158,dujun,37,F,桂英县,2023-06-22,Platinum
U002159,udeng,55,M,南昌市,2024-04-08,Silver
U002160,cchang,50,F,雪梅县,2024-04-20,Platinum
U002161,chaoxu,61,F,石家庄县,2024-12-07,Silver
U002162,tao34,22,F,通辽市,2023-12-04,Platinum
U002163,pbai,49,F,荆门县,2025-02-09,Silver
U002164,yancui,29,F,云市,2024-09-11,Bronze
U002165,qiang78,47,M,张家港县,2024-12-20,Bronze
U002166,minyu,20,F,桂荣市,2024-08-28,Silver
U002167,dpeng,30,F,桂兰市,2025-02-26,Bronze
U002168,izheng,40,M,畅县,2023-08-11,Bronze
U002169,jie55,58,F,欣市,2025-04-26,Gold
U002170,maowei,64,F,阜新市,2025-03-27,Silver
U002171,juanzhou,63,M,浩县,2025-04-19,Bronze
U002172,wangxia,27,F,柳州市,2024-08-24,Bronze
U002173,laixia,42,F,福州县,2024-06-18,Silver
U002174,luoming,23,F,秀荣市,2024-08-26,Bronze
U002175,ping13,20,M,建军市,2024-12-12,Gold
U002176,wangguiying,23,F,建市,2024-11-25,Silver
U002177,jun64,59,F,关岭市,2025-02-26,Gold
U002178,chaocao,28,F,辛集市,2023-11-12,Silver
U002179,yongding,38,F,香港县,2023-09-05,Bronze
U002180,qmo,61,F,磊县,2024-02-26,Bronze
U002181,npeng,60,F,琳县,2024-10-10,Bronze
U002182,zhengtao,25,F,汕尾县,2024-03-04,Platinum
U002183,laiyan,37,F,海燕市,2024-04-28,Silver
U002184,yong70,28,F,明县,2025-01-14,Bronze
U002185,tanglei,40,F,兰州市,2024-12-18,Silver
U002186,sunna,44,M,秀英县,2023-07-01,Silver
U002187,li87,59,F,永安市,2023-06-12,Gold
U002188,xiulanzheng,50,M,东莞县,2023-07-28,Gold
U002189,qiangliang,64,F,辉县,2024-09-01,Bronze
U002190,zhuwei,49,M,雷县,2024-01-18,Bronze
U002191,fanglin,45,M,琳市,2024-11-19,Silver
U002192,ganghu,22,M,桂芝市,2023-06-09,Gold
U002193,lzeng,50,F,平县,2023-10-24,Bronze
U002194,minzhong,35,M,娜县,2025-02-21,Silver
U002195,duanjing,33,F,太原市,2024-05-10,Silver
U002196,ypan,18,M,军县,2024-10-10,Bronze
U002197,shaotao,23,F,兴安盟县,2024-08-10,Silver
U002198,edeng,41,F,澳门县,2024-06-07,Gold
U002199,pwang,45,M,济南市,2023-10-08,Silver
U002200,xujing,46,M,大冶县,2024-08-10,Gold
U002201,tao12,23,M,林市,2023-12-02,Platinum
U002202,jieliu,31,F,巢湖市,2024-03-19,Bronze
U002203,weichao,24,M,合山县,2024-09-01,Platinum
U002204,liujie,38,M,丽县,2025-02-16,Gold
U002205,juanzhang,26,M,荣县,2023-11-18,Silver
U002206,haona,30,F,武汉市,2025-04-01,Platinum
U002207,gangtao,52,M,成都市,2024-10-03,Bronze
U002208,xyin,23,M,澳门县,2023-07-21,Silver
U002209,ucheng,36,M,涛市,2024-11-07,Platinum
U002210,na79,29,F,太原县,2024-09-24,Bronze
U002211,wyuan,47,M,台北县,2024-06-25,Platinum
U002212,shixiuying,45,F,宁德市,2024-08-14,Gold
U002213,zoujie,30,M,张家港县,2024-04-05,Bronze
U002214,qiang54,33,F,秀珍县,2024-07-06,Bronze
U002215,wqiao,53,F,深圳县,2023-08-14,Gold
U002216,imao,46,M,香港县,2025-05-30,Bronze
U002217,li98,48,M,辽阳县,2025-05-09,Bronze
U002218,xiulanhou,27,M,秀珍市,2025-03-07,Gold
U002219,wei64,19,M,玉华市,2025-01-21,Platinum
U002220,yanlin,48,F,淮安县,2023-11-10,Bronze
U002221,hxue,20,F,济南县,2024-10-13,Gold
U002222,juanyang,18,M,博县,2024-03-22,Silver
U002223,natao,35,M,桂芳县,2023-09-26,Gold
U002224,xiuying14,18,M,海门县,2023-06-07,Platinum
U002225,houlei,23,F,淑英县,2024-07-05,Bronze
U002226,rhu,45,F,嘉禾县,2024-09-09,Platinum
U002227,tangping,57,M,玉梅市,2023-09-21,Bronze
U002228,guiyingpan,56,F,长春市,2024-01-06,Bronze
U002229,xiaoxia,39,F,阳市,2025-05-24,Bronze
U002230,chuang,38,F,上海市,2024-02-22,Bronze
U002231,li63,19,F,广州县,2025-05-25,Silver
U002232,jun20,47,M,建平市,2025-02-19,Platinum
U002233,ihuang,48,M,南京市,2024-08-21,Bronze
U002234,tao11,57,F,永安市,2023-12-09,Platinum
U002235,kye,56,F,广州县,2023-08-27,Bronze
U002236,kangyong,62,F,淑兰县,2024-05-16,Gold
U002237,junduan,55,F,永安县,2024-05-13,Bronze
U002238,naye,49,M,军县,2023-11-11,Bronze
U002239,yshi,20,F,凤英市,2024-06-26,Bronze
U002240,msong,30,M,张家港市,2024-12-02,Silver
U002241,yangyan,52,M,兵县,2023-11-12,Bronze
U002242,minmo,39,M,丹市,2024-12-11,Bronze
U002243,jun69,20,F,杰市,2024-10-18,Platinum
U002244,suyan,22,M,六安县,2024-03-10,Gold
U002245,fcao,25,F,秀芳县,2023-08-13,Silver
U002246,wlai,33,M,通辽县,2025-05-13,Silver
U002247,tao22,62,M,柳州市,2025-03-23,Platinum
U002248,qianming,49,F,福州市,2024-12-05,Bronze
U002249,gangye,61,M,香港市,2024-07-16,Gold
U002250,qiang24,30,F,荆门县,2025-04-11,Platinum
U002251,junren,32,M,志强市,2023-12-02,Silver
U002252,yifang,39,M,太原县,2024-04-28,Gold
U002253,juncao,35,M,乌鲁木齐市,2025-01-25,Gold
U002254,lijing,43,M,佛山县,2024-12-17,Bronze
U002255,jiexia,52,M,海口市,2024-02-12,Gold
U002256,leiwei,40,F,东莞市,2024-04-05,Silver
U002257,jingcui,50,F,建军市,2023-12-09,Platinum
U002258,xiulan47,60,F,宜都市,2024-12-07,Silver
U002259,kongjing,37,F,石家庄县,2023-09-18,Gold
U002260,liaoqiang,30,F,桂珍县,2025-04-25,Bronze
U002261,hyuan,50,F,秀云县,2024-07-15,Silver
U002262,ghan,50,F,阳市,2023-11-12,Gold
U002263,yangming,36,M,林县,2024-03-28,Gold
U002264,xliu,54,F,辽阳县,2023-11-06,Silver
U002265,jiaping,27,M,大冶市,2024-10-21,Platinum
U002266,na32,44,F,福州县,2023-12-18,Bronze
U002267,dqiu,47,M,柳市,2024-05-29,Bronze
U002268,pingcui,33,F,武汉市,2024-01-20,Bronze
U002269,fang57,29,M,雪梅市,2024-09-11,Silver
U002270,ming88,60,M,刚县,2023-07-27,Bronze
U002271,min34,58,M,上海市,2023-09-26,Bronze
U002272,fang08,42,M,柳州县,2023-06-23,Gold
U002273,vqiu,55,M,红梅县,2024-01-12,Gold
U002274,fang89,50,F,潜江县,2024-05-06,Platinum
U002275,zhaoxia,62,F,长沙县,2024-02-16,Bronze
U002276,ryu,43,F,武汉市,2023-08-16,Silver
U002277,zliang,24,M,长春市,2024-01-26,Gold
U002278,gaojuan,41,M,想县,2025-02-14,Bronze
U002279,pingxiao,49,M,利市,2023-07-26,Silver
U002280,fanglei,41,F,鑫市,2024-06-02,Platinum
U002281,yongwan,42,M,兰州县,2025-02-24,Bronze
U002282,xiuying57,63,M,玉英县,2024-07-18,Gold
U002283,yongzhong,52,F,丽市,2025-02-26,Bronze
U002284,shitao,59,F,玉英县,2024-06-26,Bronze
U002285,lcui,45,M,霞市,2025-03-06,Platinum
U002286,xiajiang,48,F,海口县,2025-05-08,Silver
U002287,guiyingzhu,47,M,秀梅县,2024-04-25,Bronze
U002288,li13,48,F,潮州市,2025-01-26,Bronze
U002289,fang66,46,F,建军县,2024-06-06,Bronze
U002290,maming,19,F,沈阳市,2024-06-16,Silver
U002291,lqin,39,F,马鞍山县,2025-03-25,Silver
U002292,likong,43,F,阜新市,2024-09-11,Silver
U002293,xiulan61,19,M,兰州市,2025-02-12,Gold
U002294,guxia,54,F,金凤市,2025-05-30,Bronze
U002295,fangbai,31,M,东市,2023-09-16,Silver
U002296,ming59,52,M,长春市,2025-04-28,Silver
U002297,min10,20,M,长春市,2025-03-04,Bronze
U002298,jingqin,45,F,宁县,2024-09-07,Bronze
U002299,xiuying81,27,F,成市,2024-05-29,Bronze
U002300,jing81,39,M,芳县,2023-06-29,Platinum
U002301,qmao,49,M,深圳县,2024-03-09,Bronze
U002302,li66,21,M,沈阳县,2023-11-15,Silver
U002303,qianggu,52,M,哈尔滨市,2023-07-20,Bronze
U002304,gongguiying,50,M,阳市,2024-12-17,Bronze
U002305,liaomin,34,F,秀英县,2024-05-08,Silver
U002306,pfeng,39,M,利县,2024-10-26,Gold
U002307,panjing,29,M,想县,2023-07-26,Bronze
U002308,chenlei,40,M,彬县,2024-05-30,Silver
U002309,uzou,47,F,亮县,2025-01-03,Bronze
U002310,uzhang,34,M,北京市,2023-12-16,Bronze
U002311,fdu,41,M,峰市,2025-04-21,Bronze
U002312,junwei,54,M,萍市,2024-12-15,Bronze
U002313,pingchen,57,F,淮安县,2025-02-15,Silver
U002314,min01,41,M,桂花市,2023-11-15,Gold
U002315,minzhong,60,M,秀荣市,2024-05-07,Gold
U002316,sunxiulan,40,F,淑英市,2024-01-11,Silver
U002317,chao69,59,M,深圳县,2025-05-26,Platinum
U002318,kyao,45,M,辽阳市,2024-05-18,Bronze
U002319,li03,45,M,桂珍县,2023-06-08,Silver
U002320,fangjiang,62,F,秀英县,2023-06-06,Bronze
U002321,ecui,53,F,丽娟市,2024-06-28,Gold
U002322,xiuying07,47,F,六盘水县,2025-01-30,Silver
U002323,kangna,43,M,东市,2023-06-16,Gold
U002324,vdong,57,M,潮州市,2023-08-21,Bronze
U002325,leihan,45,M,霞县,2023-10-08,Bronze
